Timestamp,Open,High,Low,Close,Volume
2026-07-20T09:15:00,100.0,103.0,99.0,102.0,10000
2026-07-20T09:30:00,102.0,105.0,101.0,104.0,10000
2026-07-20T09:45:00,104.0,107.0,103.0,106.0,10000
2026-07-20T10:00:00,106.0,109.0,105.0,108.0,10000
2026-07-20T10:15:00,108.0,111.0,107.0,110.0,10000
2026-07-20T10:30:00,110.0,113.0,109.0,112.0,10000
2026-07-20T10:45:00,112.0,115.0,111.0,114.0,10000
2026-07-20T11:00:00,114.0,117.0,113.0,116.0,10000
2026-07-20T11:15:00,116.0,119.0,115.0,118.0,10000
2026-07-20T11:30:00,118.0,121.0,117.0,120.0,10000
2026-07-20T11:45:00,120.0,123.0,119.0,122.0,10000
2026-07-20T12:00:00,122.0,125.0,121.0,124.0,10000
2026-07-20T12:15:00,124.0,127.0,123.0,126.0,10000
2026-07-20T12:30:00,126.0,129.0,125.0,128.0,10000
2026-07-20T12:45:00,128.0,131.0,127.0,130.0,10000
2026-07-20T13:00:00,130.0,133.0,129.0,132.0,10000
2026-07-20T13:15:00,132.0,135.0,131.0,134.0,10000
2026-07-20T13:30:00,134.0,137.0,133.0,136.0,10000
2026-07-20T13:45:00,136.0,139.0,135.0,138.0,10000
2026-07-20T14:00:00,138.0,141.0,137.0,140.0,10000
2026-07-20T14:15:00,140.0,143.0,139.0,142.0,10000
2026-07-20T14:30:00,142.0,145.0,141.0,144.0,10000
2026-07-20T14:45:00,144.0,147.0,143.0,146.0,10000
2026-07-20T15:00:00,146.0,149.0,145.0,148.0,10000
2026-07-20T15:15:00,148.0,151.0,147.0,150.0,10000
2026-07-20T15:30:00,150.0,153.0,149.0,152.0,10000
2026-07-20T15:45:00,152.0,155.0,151.0,154.0,10000
2026-07-20T16:00:00,154.0,157.0,153.0,156.0,10000
2026-07-20T16:15:00,156.0,159.0,155.0,158.0,10000
2026-07-20T16:30:00,158.0,161.0,157.0,160.0,10000
2026-07-21T08:45:00,160.0,163.0,159.0,162.0,10000
2026-07-21T09:00:00,162.0,165.0,161.0,164.0,10000
2026-07-21T09:15:00,164.0,167.0,163.0,166.0,10000
2026-07-21T09:30:00,166.0,169.0,165.0,168.0,10000
2026-07-21T09:45:00,168.0,171.0,167.0,170.0,10000
2026-07-21T10:00:00,170.0,173.0,169.0,172.0,10000
2026-07-21T10:15:00,172.0,175.0,171.0,174.0,10000
2026-07-21T10:30:00,174.0,177.0,173.0,176.0,10000
2026-07-21T10:45:00,176.0,179.0,175.0,178.0,10000
2026-07-21T11:00:00,178.0,181.0,177.0,180.0,10000
2026-07-21T11:15:00,180.0,183.0,179.0,182.0,10000
2026-07-21T11:30:00,182.0,185.0,181.0,184.0,10000
2026-07-21T11:45:00,184.0,187.0,183.0,186.0,10000
2026-07-21T12:00:00,186.0,189.0,185.0,188.0,10000
2026-07-21T12:15:00,188.0,191.0,187.0,190.0,10000
2026-07-21T12:30:00,190.0,193.0,189.0,192.0,10000
2026-07-21T12:45:00,192.0,195.0,191.0,194.0,10000
2026-07-21T13:00:00,194.0,197.0,193.0,196.0,10000
2026-07-21T13:15:00,196.0,199.0,195.0,198.0,10000
2026-07-21T13:30:00,198.0,201.0,197.0,200.0,10000
2026-07-21T13:45:00,200.0,203.0,199.0,202.0,10000
2026-07-21T14:00:00,202.0,205.0,201.0,204.0,10000
2026-07-21T14:15:00,204.0,207.0,203.0,206.0,10000
2026-07-21T14:30:00,206.0,209.0,205.0,208.0,10000
2026-07-21T14:45:00,208.0,211.0,207.0,210.0,10000
2026-07-21T15:00:00,210.0,213.0,209.0,212.0,10000
2026-07-21T15:15:00,212.0,215.0,211.0,214.0,10000
2026-07-21T15:30:00,214.0,217.0,213.0,216.0,10000
2026-07-21T15:45:00,216.0,219.0,215.0,218.0,10000
2026-07-21T16:00:00,218.0,221.0,217.0,220.0,10000
